word: pique	start: 1736663315.657898	end: 1736663316.347505
word: judos	start: 1736663532.632214	end: 1736663533.332831
word: aidas	start: 1736663532.957998	end: 1736663533.359322
word: boats	start: 1736663533.001204	end: 1736663533.698933
word: withy	start: 1736663533.041694	end: 1736663533.725527
word: cruck	start: 1736663533.359424	end: 1736663533.745526
word: totty	start: 1736663533.699023	end: 1736663533.92362
word: gynos	start: 1736663533.332922	end: 1736663534.037447
word: yaars	start: 1736663533.923711	end: 1736663534.304712
word: cocas	start: 1736663534.037548	end: 1736663534.41695
word: lysed	start: 1736663533.725629	end: 1736663534.419916
word: corby	start: 1736663533.745617	end: 1736663534.449483
word: deeve	start: 1736663534.417041	end: 1736663534.662194
word: azygy	start: 1736663534.419987	end: 1736663534.832855
word: warks	start: 1736663534.304803	end: 1736663535.002876
word: nurrs	start: 1736663534.662287	end: 1736663535.066325
word: artsy	start: 1736663534.449575	end: 1736663535.179523
word: coomy	start: 1736663535.066416	end: 1736663535.463977
word: waged	start: 1736663534.832947	end: 1736663535.542601
word: clime	start: 1736663535.002968	end: 1736663535.712439
word: paged	start: 1736663535.179629	end: 1736663535.896548
word: dolci	start: 1736663535.464069	end: 1736663536.16568
word: duroc	start: 1736663535.542703	end: 1736663536.228841
word: lunes	start: 1736663535.712551	end: 1736663536.440166
word: rotch	start: 1736663535.89664	end: 1736663536.61372
word: outdo	start: 1736663536.440258	end: 1736663536.829368
word: blahs	start: 1736663536.165772	end: 1736663536.872656
word: ixora	start: 1736663536.228951	end: 1736663536.960503
word: welch	start: 1736663536.613811	end: 1736663537.308264
word: nerts	start: 1736663536.829483	end: 1736663537.550723
word: dobie	start: 1736663536.872748	end: 1736663537.571268
word: shirt	start: 1736663536.960619	end: 1736663537.699898
word: stogy	start: 1736663537.30836	end: 1736663538.044132
word: barye	start: 1736663537.571362	end: 1736663538.252827
word: sadhu	start: 1736663537.550816	end: 1736663538.293377
word: metic	start: 1736663537.699994	end: 1736663538.366286
word: pulks	start: 1736663538.044252	end: 1736663538.747644
word: mosed	start: 1736663538.25292	end: 1736663538.963344
word: beams	start: 1736663538.293471	end: 1736663539.017206
word: furze	start: 1736663538.366381	end: 1736663539.073805
word: aurum	start: 1736663538.747751	end: 1736663539.151338
word: craps	start: 1736663538.963435	end: 1736663539.667688
word: heats	start: 1736663539.017302	end: 1736663539.73216
word: flack	start: 1736663539.073942	end: 1736663539.803731
word: chaps	start: 1736663539.151429	end: 1736663539.860651
word: coupe	start: 1736663539.667778	end: 1736663540.368806
word: ketol	start: 1736663539.732251	end: 1736663540.432921
word: bourn	start: 1736663539.803824	end: 1736663540.477566
word: jiaos	start: 1736663539.860762	end: 1736663540.573439
word: aroba	start: 1736663540.368898	end: 1736663540.757746
word: roton	start: 1736663540.47767	end: 1736663540.89166
word: trial	start: 1736663540.433013	end: 1736663541.138459
word: donna	start: 1736663540.757897	end: 1736663541.162042
word: unrip	start: 1736663540.57353	end: 1736663541.275969
word: imshi	start: 1736663541.162152	end: 1736663541.554396
word: mixed	start: 1736663540.891753	end: 1736663541.616116
word: teend	start: 1736663541.276062	end: 1736663541.674629
word: doxes	start: 1736663541.138548	end: 1736663541.842056
word: brill	start: 1736663541.554487	end: 1736663541.945978
word: oleic	start: 1736663541.616209	end: 1736663542.315638
word: cirls	start: 1736663541.674724	end: 1736663542.375687
word: koura	start: 1736663541.842156	end: 1736663542.543164
word: niefs	start: 1736663541.946083	end: 1736663542.647705
word: maven	start: 1736663542.315729	end: 1736663543.051911
word: pause	start: 1736663542.375789	end: 1736663543.068135
word: query	start: 1736663542.543282	end: 1736663543.245585
word: milko	start: 1736663542.647797	end: 1736663543.350276
word: bocca	start: 1736663543.052057	end: 1736663543.436606
word: mooed	start: 1736663543.068227	end: 1736663543.457575
word: commo	start: 1736663543.245697	end: 1736663543.481635
word: cutty	start: 1736663543.35037	end: 1736663543.754836
word: narcs	start: 1736663543.436699	end: 1736663544.129449
word: froes	start: 1736663543.457729	end: 1736663544.157922
word: bangs	start: 1736663543.481724	end: 1736663544.195081
word: wairs	start: 1736663543.754928	end: 1736663544.438197
word: lewis	start: 1736663544.129552	end: 1736663544.807184
word: juicy	start: 1736663544.158015	end: 1736663544.870639
word: xeric	start: 1736663544.195194	end: 1736663544.884336
word: kuris	start: 1736663544.438288	end: 1736663545.137398
word: adobe	start: 1736663544.807275	end: 1736663545.495855
word: lepta	start: 1736663544.870729	end: 1736663545.579854
word: cadgy	start: 1736663544.884425	end: 1736663545.603179
word: deash	start: 1736663545.137502	end: 1736663545.840467
word: usnea	start: 1736663545.495947	end: 1736663546.160978
word: knars	start: 1736663545.57996	end: 1736663546.280305
word: omens	start: 1736663545.60327	end: 1736663546.329073
word: named	start: 1736663545.840637	end: 1736663546.571614
word: mulct	start: 1736663546.161074	end: 1736663546.845663
word: snabs	start: 1736663546.571711	end: 1736663546.964315
word: turns	start: 1736663546.280395	end: 1736663546.979442
word: hulas	start: 1736663546.329167	end: 1736663547.036176
word: homme	start: 1736663546.96442	end: 1736663547.360497
word: ocher	start: 1736663546.845773	end: 1736663547.52693
word: loris	start: 1736663546.97952	end: 1736663547.694019
word: slate	start: 1736663547.036267	end: 1736663547.767458
word: vibes	start: 1736663547.360588	end: 1736663548.045158
word: habit	start: 1736663547.527043	end: 1736663548.207791
word: agony	start: 1736663547.694131	end: 1736663548.422301
word: keeve	start: 1736663548.207935	end: 1736663548.440859
word: darbs	start: 1736663547.767552	end: 1736663548.486713
word: profs	start: 1736663548.045248	end: 1736663548.750714
word: ruffe	start: 1736663548.486804	end: 1736663548.897275
word: bussu	start: 1736663548.750805	end: 1736663548.972059
word: brews	start: 1736663548.440949	end: 1736663549.102177
word: tichy	start: 1736663548.422392	end: 1736663549.131549
word: ovoid	start: 1736663548.972148	end: 1736663549.351907
word: testy	start: 1736663549.102268	end: 1736663549.476089
word: joins	start: 1736663548.897372	end: 1736663549.606046
word: width	start: 1736663549.13164	end: 1736663549.822601
word: petty	start: 1736663549.476193	end: 1736663549.856186
word: houts	start: 1736663549.351998	end: 1736663550.054887
word: mamma	start: 1736663550.054988	end: 1736663550.191117
word: tythe	start: 1736663549.856287	end: 1736663550.218109
word: betty	start: 1736663549.822697	end: 1736663550.21839
word: dosha	start: 1736663549.606156	end: 1736663550.311646
word: nappa	start: 1736663550.311736	end: 1736663550.544096
word: villa	start: 1736663550.218453	end: 1736663550.60516
word: byked	start: 1736663550.218203	end: 1736663550.894618
word: swept	start: 1736663550.191277	end: 1736663550.911455
word: reens	start: 1736663550.544188	end: 1736663550.951279
word: takas	start: 1736663550.894735	end: 1736663551.285715
word: wined	start: 1736663550.605259	end: 1736663551.30684
word: yuans	start: 1736663550.911547	end: 1736663551.596757
word: okras	start: 1736663550.951395	end: 1736663551.664126
word: waxes	start: 1736663551.285807	end: 1736663551.997067
word: aggri	start: 1736663551.596848	end: 1736663551.997911
word: gluer	start: 1736663551.306942	end: 1736663552.001048
word: scute	start: 1736663551.664216	end: 1736663552.379389
word: hence	start: 1736663551.997974	end: 1736663552.396258
word: ephod	start: 1736663551.997162	end: 1736663552.69251
word: germy	start: 1736663552.001133	end: 1736663552.700802
word: jimmy	start: 1736663552.692633	end: 1736663553.077373
word: boney	start: 1736663552.379502	end: 1736663553.079392
word: calif	start: 1736663552.396397	end: 1736663553.102739
word: spaed	start: 1736663552.70088	end: 1736663553.414484
word: craws	start: 1736663553.077466	end: 1736663553.755856
word: forbs	start: 1736663553.079459	end: 1736663553.779501
word: looby	start: 1736663553.414576	end: 1736663553.815072
word: skelf	start: 1736663553.10283	end: 1736663553.818672
word: robot	start: 1736663553.75595	end: 1736663554.134879
word: caaed	start: 1736663553.779639	end: 1736663554.185673
word: price	start: 1736663553.818744	end: 1736663554.50209
word: cumin	start: 1736663553.815162	end: 1736663554.511884
word: wamus	start: 1736663554.134971	end: 1736663554.806643
word: peals	start: 1736663554.185763	end: 1736663554.888856
word: hokes	start: 1736663554.502179	end: 1736663555.205608
word: atocs	start: 1736663554.511972	end: 1736663555.237612
word: umras	start: 1736663554.806793	end: 1736663555.525315
word: cutch	start: 1736663555.237703	end: 1736663555.618595
word: algid	start: 1736663554.888945	end: 1736663555.619034
word: gamma	start: 1736663555.525408	end: 1736663555.74749
word: unsod	start: 1736663555.205698	end: 1736663555.891764
word: feyer	start: 1736663555.747599	end: 1736663556.12134
word: rarer	start: 1736663555.891854	end: 1736663556.123761
word: boyau	start: 1736663555.618687	end: 1736663556.312533
word: chomp	start: 1736663555.619095	end: 1736663556.331842
word: teers	start: 1736663556.312639	end: 1736663556.70906
word: limit	start: 1736663556.331932	end: 1736663556.746525
word: chout	start: 1736663556.12143	end: 1736663556.811826
word: clegs	start: 1736663556.123845	end: 1736663556.830143
word: scoog	start: 1736663556.811918	end: 1736663557.223695
word: jutty	start: 1736663556.83025	end: 1736663557.224402
word: worms	start: 1736663556.70915	end: 1736663557.394835
word: kypes	start: 1736663556.746617	end: 1736663557.443968
word: napoo	start: 1736663557.394932	end: 1736663557.805754
word: field	start: 1736663557.224509	end: 1736663557.932675
word: styli	start: 1736663557.223891	end: 1736663557.955054
word: fonda	start: 1736663557.444105	end: 1736663558.159013
word: appel	start: 1736663557.805849	end: 1736663558.208391
word: furrs	start: 1736663557.955148	end: 1736663558.332263
word: fanny	start: 1736663557.932763	end: 1736663558.337022
word: craic	start: 1736663558.159116	end: 1736663558.542884
word: taxis	start: 1736663558.20849	end: 1736663558.902306
word: reach	start: 1736663558.332356	end: 1736663559.023841
word: ledgy	start: 1736663558.337142	end: 1736663559.048418
word: focal	start: 1736663558.542996	end: 1736663559.250748
word: flaff	start: 1736663559.023934	end: 1736663559.260228
word: dandy	start: 1736663559.048508	end: 1736663559.426568
word: curfs	start: 1736663558.902401	end: 1736663559.596247
word: ditto	start: 1736663559.260324	end: 1736663559.670396
word: saids	start: 1736663559.426659	end: 1736663559.81925
word: sarin	start: 1736663559.250838	end: 1736663559.980412
word: nided	start: 1736663559.8194	end: 1736663560.228774
word: woads	start: 1736663559.596342	end: 1736663560.28227
word: wispy	start: 1736663559.670485	end: 1736663560.377511
word: expos	start: 1736663559.980503	end: 1736663560.701257
word: cleep	start: 1736663560.377618	end: 1736663560.756963
word: timps	start: 1736663560.228886	end: 1736663560.926881
word: huias	start: 1736663560.282363	end: 1736663560.991268
word: mesel	start: 1736663560.701355	end: 1736663561.111068
word: chott	start: 1736663560.926996	end: 1736663561.323806
word: sewin	start: 1736663560.757117	end: 1736663561.461146
word: folks	start: 1736663560.991403	end: 1736663561.700896
word: bawls	start: 1736663561.111186	end: 1736663561.813553
word: broom	start: 1736663561.461238	end: 1736663561.86242
word: mohua	start: 1736663561.323897	end: 1736663562.035363
word: poilu	start: 1736663561.700988	end: 1736663562.405681
word: novel	start: 1736663561.81366	end: 1736663562.5274
word: rotes	start: 1736663561.862514	end: 1736663562.547705
word: pudic	start: 1736663562.035453	end: 1736663562.732395
word: samba	start: 1736663562.527493	end: 1736663562.937601
word: dsomo	start: 1736663562.54781	end: 1736663562.954418
word: guyle	start: 1736663562.405767	end: 1736663563.102309
word: taals	start: 1736663562.954506	end: 1736663563.338595
word: extol	start: 1736663562.732485	end: 1736663563.443721
word: ceric	start: 1736663563.1024	end: 1736663563.48026
word: janty	start: 1736663562.937695	end: 1736663563.640876
word: toffy	start: 1736663563.443828	end: 1736663563.841776
word: spoon	start: 1736663563.480368	end: 1736663563.888563
word: pitas	start: 1736663563.338686	end: 1736663564.029704
word: sammy	start: 1736663563.641027	end: 1736663564.060793
word: chack	start: 1736663563.88866	end: 1736663564.273914
word: axone	start: 1736663563.841873	end: 1736663564.56527
word: ralph	start: 1736663564.029996	end: 1736663564.710206
word: balmy	start: 1736663564.06091	end: 1736663564.778698
word: thing	start: 1736663564.274008	end: 1736663564.982892
word: mutts	start: 1736663564.710303	end: 1736663565.108743
word: benty	start: 1736663564.565365	end: 1736663565.270733
word: forel	start: 1736663564.778789	end: 1736663565.472428
word: tabus	start: 1736663564.982983	end: 1736663565.698888
word: laith	start: 1736663565.108835	end: 1736663565.846328
word: samas	start: 1736663565.698981	end: 1736663565.931045
word: quipo	start: 1736663565.270827	end: 1736663565.969364
word: paler	start: 1736663565.47252	end: 1736663566.16813
word: matza	start: 1736663565.846436	end: 1736663566.248062
word: terts	start: 1736663565.931137	end: 1736663566.316264
word: kaiks	start: 1736663565.969455	end: 1736663566.354239
word: darga	start: 1736663566.354335	end: 1736663566.751043
word: saith	start: 1736663566.168221	end: 1736663566.892857
word: twigs	start: 1736663566.248156	end: 1736663566.923629
word: nikau	start: 1736663566.316362	end: 1736663567.03075
word: goops	start: 1736663566.751137	end: 1736663567.147865
word: satay	start: 1736663566.892957	end: 1736663567.296361
word: amend	start: 1736663566.923722	end: 1736663567.640737
word: domal	start: 1736663567.030841	end: 1736663567.736158
word: guyse	start: 1736663567.147956	end: 1736663567.845119
word: uraos	start: 1736663567.296451	end: 1736663567.986701
word: babus	start: 1736663567.736251	end: 1736663568.11508
word: solum	start: 1736663567.64083	end: 1736663568.383372
word: duppy	start: 1736663568.115173	end: 1736663568.514733
word: perdy	start: 1736663567.845212	end: 1736663568.548149
word: lower	start: 1736663567.986792	end: 1736663568.693957
word: trats	start: 1736663568.694067	end: 1736663569.076897
word: smote	start: 1736663568.383465	end: 1736663569.078247
word: bronc	start: 1736663568.514825	end: 1736663569.211115
word: cloke	start: 1736663568.548239	end: 1736663569.251969
word: winch	start: 1736663569.077756	end: 1736663569.768605
word: tames	start: 1736663569.078341	end: 1736663569.788096
word: ripen	start: 1736663569.21124	end: 1736663569.92563
word: alews	start: 1736663569.25206	end: 1736663569.966219
word: looey	start: 1736663569.7687	end: 1736663570.163645
word: erect	start: 1736663569.788187	end: 1736663570.173318
word: pongy	start: 1736663569.925723	end: 1736663570.646053
word: proke	start: 1736663569.966316	end: 1736663570.66904
word: forts	start: 1736663570.163736	end: 1736663570.864543
word: limed	start: 1736663570.173448	end: 1736663570.870419
word: salal	start: 1736663570.870496	end: 1736663571.097537
word: fixit	start: 1736663570.864634	end: 1736663571.254121
word: hacks	start: 1736663570.646145	end: 1736663571.347463
word: pized	start: 1736663570.669142	end: 1736663571.383884
word: goods	start: 1736663571.097646	end: 1736663571.483612
word: asura	start: 1736663571.254212	end: 1736663571.640534
word: twaes	start: 1736663571.347554	end: 1736663572.047775
word: fazed	start: 1736663571.383976	end: 1736663572.104818
word: bluet	start: 1736663571.483702	end: 1736663572.161705
word: bawrs	start: 1736663571.640623	end: 1736663572.323939
word: gojis	start: 1736663572.047866	end: 1736663572.749448
word: hulky	start: 1736663572.104907	end: 1736663572.81431
word: picul	start: 1736663572.161798	end: 1736663572.889872
word: etuis	start: 1736663572.324028	end: 1736663573.047011
word: rhino	start: 1736663572.74954	end: 1736663573.459872
word: mends	start: 1736663572.814397	end: 1736663573.52262
word: amyls	start: 1736663572.889963	end: 1736663573.640924
word: horst	start: 1736663573.047115	end: 1736663573.742209
word: dulls	start: 1736663573.742314	end: 1736663574.138281
word: treks	start: 1736663573.459962	end: 1736663574.168307
word: savey	start: 1736663573.522709	end: 1736663574.235054
word: flash	start: 1736663573.641098	end: 1736663574.3245
word: woods	start: 1736663574.324676	end: 1736663574.697461
word: monad	start: 1736663574.138387	end: 1736663574.855558
word: harpy	start: 1736663574.1684	end: 1736663574.868137
word: gazer	start: 1736663574.235143	end: 1736663574.938996
word: losel	start: 1736663574.697552	end: 1736663575.076343
word: hedge	start: 1736663574.855649	end: 1736663575.25605
word: elect	start: 1736663574.868223	end: 1736663575.264232
word: paals	start: 1736663574.939085	end: 1736663575.339068
word: weems	start: 1736663575.076434	end: 1736663575.455865
word: wigga	start: 1736663575.339158	end: 1736663575.726874
word: yards	start: 1736663575.256172	end: 1736663575.945819
word: quonk	start: 1736663575.264323	end: 1736663575.951906
word: nyssa	start: 1736663575.726987	end: 1736663576.130101
word: calid	start: 1736663575.455957	end: 1736663576.143233
word: rimer	start: 1736663576.130206	end: 1736663576.518279
word: fents	start: 1736663575.951977	end: 1736663576.64581
word: garum	start: 1736663575.94591	end: 1736663576.648405
word: blaud	start: 1736663576.14337	end: 1736663576.86867
word: vehme	start: 1736663576.518374	end: 1736663576.908425
word: perea	start: 1736663576.648473	end: 1736663577.045865
word: ninth	start: 1736663576.868762	end: 1736663577.250714
word: glebe	start: 1736663576.908516	end: 1736663577.309945
word: bundh	start: 1736663576.645901	end: 1736663577.352954
word: whips	start: 1736663577.045977	end: 1736663577.732866
word: wocks	start: 1736663577.250808	end: 1736663577.915989
word: milfs	start: 1736663577.310061	end: 1736663578.019497
word: echos	start: 1736663577.353045	end: 1736663578.084677
word: molly	start: 1736663577.732957	end: 1736663578.133415
word: enter	start: 1736663577.91608	end: 1736663578.30953
word: ibrik	start: 1736663578.084769	end: 1736663578.482599
word: scuts	start: 1736663578.133505	end: 1736663578.526098
word: burly	start: 1736663578.019584	end: 1736663578.711928
word: briar	start: 1736663578.482692	end: 1736663578.885433
word: rindy	start: 1736663578.309641	end: 1736663578.997637
word: amity	start: 1736663578.526189	end: 1736663579.238413
word: reave	start: 1736663578.99774	end: 1736663579.394439
word: roves	start: 1736663578.712039	end: 1736663579.418501
word: hiked	start: 1736663578.885524	end: 1736663579.588944
word: title	start: 1736663579.238555	end: 1736663579.615716
word: ranee	start: 1736663579.418587	end: 1736663579.82202
word: ledes	start: 1736663579.615806	end: 1736663580.016707
word: ditch	start: 1736663579.394563	end: 1736663580.08611
word: acing	start: 1736663579.589034	end: 1736663580.312037
word: koaps	start: 1736663579.822111	end: 1736663580.52457
word: bocks	start: 1736663580.016798	end: 1736663580.705329
word: yokes	start: 1736663580.086202	end: 1736663580.754169
word: wawls	start: 1736663580.524705	end: 1736663580.894341
word: conus	start: 1736663580.31213	end: 1736663581.031003
word: addio	start: 1736663580.894431	end: 1736663581.299649
word: veldt	start: 1736663580.705421	end: 1736663581.38591
word: jowly	start: 1736663580.754259	end: 1736663581.469435
word: hutia	start: 1736663581.031092	end: 1736663581.745251
word: greve	start: 1736663581.386001	end: 1736663581.784723
word: acini	start: 1736663581.469526	end: 1736663581.888069
word: gothy	start: 1736663581.299744	end: 1736663582.001942
word: malas	start: 1736663581.784814	end: 1736663582.191335
word: hygge	start: 1736663582.002034	end: 1736663582.397939
word: gyans	start: 1736663581.745367	end: 1736663582.446405
word: swore	start: 1736663581.888159	end: 1736663582.623172
word: cryer	start: 1736663582.39803	end: 1736663582.789115
word: wolfs	start: 1736663582.191435	end: 1736663582.885317
word: nummy	start: 1736663582.623303	end: 1736663583.010154
word: pargo	start: 1736663582.446513	end: 1736663583.168622
word: borel	start: 1736663582.789204	end: 1736663583.477004
word: meris	start: 1736663582.885409	end: 1736663583.58786
word: gript	start: 1736663583.010245	end: 1736663583.690478
word: irade	start: 1736663583.168714	end: 1736663583.89323
word: strap	start: 1736663583.477093	end: 1736663584.202712
word: spoke	start: 1736663583.58795	end: 1736663584.293066
word: loofa	start: 1736663583.893351	end: 1736663584.299889
word: leugh	start: 1736663583.690657	end: 1736663584.430431
word: paans	start: 1736663584.299971	end: 1736663584.695247
word: keirs	start: 1736663584.202804	end: 1736663584.898297
word: poncy	start: 1736663584.293165	end: 1736663584.992005
word: urial	start: 1736663584.430537	end: 1736663585.100089
word: manta	start: 1736663584.992094	end: 1736663585.397079
word: sucre	start: 1736663584.695367	end: 1736663585.404614
word: sents	start: 1736663585.10018	end: 1736663585.489814
word: korus	start: 1736663584.898399	end: 1736663585.591713
word: nouns	start: 1736663585.489906	end: 1736663585.888172
word: docus	start: 1736663585.39717	end: 1736663586.095286
word: tokes	start: 1736663585.404689	end: 1736663586.110837
word: mizen	start: 1736663585.591833	end: 1736663586.307883
word: parks	start: 1736663585.888264	end: 1736663586.582996
word: flory	start: 1736663586.095398	end: 1736663586.782092
word: dinos	start: 1736663586.110917	end: 1736663586.814815
word: cetes	start: 1736663586.583089	end: 1736663586.989214
word: upsey	start: 1736663586.307972	end: 1736663586.999947
word: quern	start: 1736663586.782182	end: 1736663587.457847
word: klong	start: 1736663586.814905	end: 1736663587.528764
word: jerid	start: 1736663586.989308	end: 1736663587.662742
word: resty	start: 1736663587.000033	end: 1736663587.712821
word: evens	start: 1736663587.45794	end: 1736663587.845437
word: pareu	start: 1736663587.528854	end: 1736663588.245996
word: seyen	start: 1736663587.845546	end: 1736663588.254589
word: luter	start: 1736663587.662834	end: 1736663588.358637
word: liens	start: 1736663587.71293	end: 1736663588.41276
word: leech	start: 1736663588.412849	end: 1736663588.817545
word: kains	start: 1736663588.254673	end: 1736663588.962083
word: limax	start: 1736663588.246105	end: 1736663588.989003
word: lushy	start: 1736663588.358739	end: 1736663589.036935
word: skite	start: 1736663588.817636	end: 1736663589.525531
word: gecko	start: 1736663588.962197	end: 1736663589.66034
word: noups	start: 1736663588.989092	end: 1736663589.714682
word: pates	start: 1736663589.037024	end: 1736663589.725891
word: charr	start: 1736663589.525631	end: 1736663589.924362
word: jingo	start: 1736663589.660431	end: 1736663590.35424
word: eying	start: 1736663589.725971	end: 1736663590.413984
word: lears	start: 1736663589.714776	end: 1736663590.431978
word: bourd	start: 1736663589.924451	end: 1736663590.622947
word: stays	start: 1736663590.414091	end: 1736663590.78935
word: ships	start: 1736663590.432063	end: 1736663590.832412
word: trill	start: 1736663590.623039	end: 1736663591.021154
word: wiels	start: 1736663590.354337	end: 1736663591.034146
word: herse	start: 1736663590.789443	end: 1736663591.177134
word: kests	start: 1736663590.832503	end: 1736663591.232819
word: soops	start: 1736663591.034233	end: 1736663591.257069
word: scapa	start: 1736663591.021252	end: 1736663591.429436
word: agape	start: 1736663591.429538	end: 1736663591.824236
word: sture	start: 1736663591.177224	end: 1736663591.873592
word: yrapt	start: 1736663591.257238	end: 1736663591.934974
word: resid	start: 1736663591.232909	end: 1736663591.948766
word: kraal	start: 1736663591.873714	end: 1736663592.29862
word: bleep	start: 1736663591.935067	end: 1736663592.325659
word: ohmic	start: 1736663591.824331	end: 1736663592.536974
word: quaky	start: 1736663591.948855	end: 1736663592.633671
word: somas	start: 1736663592.537063	end: 1736663592.929118
word: lints	start: 1736663592.298711	end: 1736663593.013053
word: budis	start: 1736663592.325764	end: 1736663593.013217
word: ligge	start: 1736663592.929229	end: 1736663593.334452
word: zilch	start: 1736663592.633763	end: 1736663593.33889
word: dewax	start: 1736663593.013157	end: 1736663593.704309
word: hykes	start: 1736663593.013278	end: 1736663593.713367
word: sumis	start: 1736663593.338968	end: 1736663593.725248
word: turps	start: 1736663593.334541	end: 1736663594.039725
word: expel	start: 1736663593.725332	end: 1736663594.114385
word: mutch	start: 1736663593.7044	end: 1736663594.382209
word: masty	start: 1736663593.713468	end: 1736663594.425223
word: yirrs	start: 1736663594.039899	end: 1736663594.431565
word: cloze	start: 1736663594.114475	end: 1736663594.816753
word: smeke	start: 1736663594.425329	end: 1736663594.833125
word: donut	start: 1736663594.382304	end: 1736663595.071167
word: demos	start: 1736663594.431643	end: 1736663595.133536
word: alant	start: 1736663594.833216	end: 1736663595.229059
word: molys	start: 1736663594.816847	end: 1736663595.520187
word: bevel	start: 1736663595.133636	end: 1736663595.5322
word: rayle	start: 1736663595.071262	end: 1736663595.803742
word: tolls	start: 1736663595.52028	end: 1736663595.914606
word: linen	start: 1736663595.532287	end: 1736663595.935731
word: stane	start: 1736663595.229152	end: 1736663595.939849
word: zooid	start: 1736663595.914699	end: 1736663596.311936
word: scyes	start: 1736663595.935822	end: 1736663596.333585
word: skats	start: 1736663595.939924	end: 1736663596.338251
word: sweir	start: 1736663595.803836	end: 1736663596.489871
word: downs	start: 1736663596.312029	end: 1736663597.022807
word: wizes	start: 1736663596.333676	end: 1736663597.037198
word: oncer	start: 1736663596.338328	end: 1736663597.03945
word: gloze	start: 1736663596.490036	end: 1736663597.20485
word: besee	start: 1736663597.022897	end: 1736663597.263519
word: droke	start: 1736663597.039529	end: 1736663597.736669
word: oshac	start: 1736663597.037286	end: 1736663597.773316
word: franc	start: 1736663597.204942	end: 1736663597.889236
word: maxis	start: 1736663597.263628	end: 1736663597.96999
word: macle	start: 1736663597.736761	end: 1736663598.451015
word: chola	start: 1736663597.773419	end: 1736663598.482517
word: yikes	start: 1736663597.889331	end: 1736663598.591586
word: kugel	start: 1736663597.970111	end: 1736663598.670794
word: brere	start: 1736663598.451107	end: 1736663598.675874
word: sujee	start: 1736663598.591691	end: 1736663598.981099
word: cepes	start: 1736663598.675946	end: 1736663599.07196
word: furth	start: 1736663598.482607	end: 1736663599.200016
word: noule	start: 1736663598.670884	end: 1736663599.370668
word: weeks	start: 1736663599.200108	end: 1736663599.600874
word: unary	start: 1736663598.981241	end: 1736663599.652209
word: fract	start: 1736663599.07205	end: 1736663599.763514
word: doffs	start: 1736663599.600965	end: 1736663600.012199
word: thorn	start: 1736663599.370765	end: 1736663600.075636
word: loams	start: 1736663599.652306	end: 1736663600.349081
word: ethal	start: 1736663599.764339	end: 1736663600.475639
word: sound	start: 1736663600.012317	end: 1736663600.746355
word: soily	start: 1736663600.075728	end: 1736663600.789661
word: chays	start: 1736663600.349172	end: 1736663601.020998
word: sided	start: 1736663600.746465	end: 1736663601.151301
word: cowps	start: 1736663600.475738	end: 1736663601.17673
word: linns	start: 1736663600.789763	end: 1736663601.19335
word: jurel	start: 1736663601.021087	end: 1736663601.719957
word: wedgy	start: 1736663601.151396	end: 1736663601.844715
word: nomes	start: 1736663601.176845	end: 1736663601.892731
word: spale	start: 1736663601.193439	end: 1736663601.909102
word: beets	start: 1736663601.909201	end: 1736663602.300441
word: plong	start: 1736663601.720049	end: 1736663602.403542
word: crena	start: 1736663601.844805	end: 1736663602.546367
word: lehrs	start: 1736663601.892822	end: 1736663602.614873
word: khaya	start: 1736663602.300533	end: 1736663602.699732
word: balky	start: 1736663602.403632	end: 1736663603.084478
word: resew	start: 1736663602.699823	end: 1736663603.111574
word: login	start: 1736663602.546458	end: 1736663603.253567
word: toran	start: 1736663602.614964	end: 1736663603.329894
word: easer	start: 1736663603.08457	end: 1736663603.471165
word: dreer	start: 1736663603.471257	end: 1736663603.714092
word: acorn	start: 1736663603.111678	end: 1736663603.838517
word: apode	start: 1736663603.253658	end: 1736663603.978739
word: trigo	start: 1736663603.329991	end: 1736663604.026738
word: peres	start: 1736663603.838604	end: 1736663604.236516
word: maybe	start: 1736663603.7142	end: 1736663604.442951
word: poted	start: 1736663603.97883	end: 1736663604.682337
word: khats	start: 1736663604.02684	end: 1736663604.729138
word: plays	start: 1736663604.236605	end: 1736663604.940919
word: frate	start: 1736663604.443037	end: 1736663605.13736
word: dikas	start: 1736663604.682428	end: 1736663605.388723
word: gulpy	start: 1736663604.72923	end: 1736663605.426671
word: spaes	start: 1736663605.137455	end: 1736663605.540624
word: tubes	start: 1736663604.941095	end: 1736663605.63665
word: stoas	start: 1736663605.426786	end: 1736663605.817488
word: rifer	start: 1736663605.636741	end: 1736663606.026413
word: horny	start: 1736663605.388814	end: 1736663606.09437
word: xebec	start: 1736663605.817579	end: 1736663606.199449
word: pelfs	start: 1736663605.540719	end: 1736663606.239827
word: kacha	start: 1736663606.026503	end: 1736663606.426371
word: veles	start: 1736663606.199538	end: 1736663606.581764
word: uncus	start: 1736663606.426473	end: 1736663606.805752
word: nexts	start: 1736663606.094468	end: 1736663606.806126
word: sauce	start: 1736663606.239964	end: 1736663606.981136
word: strum	start: 1736663606.581861	end: 1736663607.299226
word: ceres	start: 1736663606.981228	end: 1736663607.390631
word: copes	start: 1736663606.806184	end: 1736663607.496065
word: spait	start: 1736663606.805845	end: 1736663607.526083
word: frees	start: 1736663607.496157	end: 1736663607.900924
word: apnea	start: 1736663607.526202	end: 1736663607.915952
word: rhone	start: 1736663607.299321	end: 1736663607.99869
