word: pared	start: 1736666369.940981	end: 1736666370.512906
word: exist	start: 1736667630.066418	end: 1736667630.600160
word: mixed	start: 1736667630.600182	end: 1736667631.157119
word: usage	start: 1736667631.157143	end: 1736667631.678614
word: firms	start: 1736667631.678635	end: 1736667632.209433
word: shape	start: 1736667632.209454	end: 1736667632.745750
word: aware	start: 1736667632.745771	end: 1736667633.031862
word: hills	start: 1736667633.031883	end: 1736667633.328695
word: boxes	start: 1736667633.328718	end: 1736667633.865852
word: cream	start: 1736667633.865873	end: 1736667634.406786
word: parks	start: 1736667634.406808	end: 1736667634.941150
word: specs	start: 1736667634.941173	end: 1736667635.226329
word: ideal	start: 1736667635.226350	end: 1736667635.758634
word: empty	start: 1736667635.758658	end: 1736667636.297726
word: proof	start: 1736667636.297753	end: 1736667636.593377
word: ratio	start: 1736667636.593401	end: 1736667637.133969
word: clock	start: 1736667637.133995	end: 1736667637.421540
word: spend	start: 1736667637.421561	end: 1736667637.954104
word: layer	start: 1736667637.954126	end: 1736667638.502874
word: babes	start: 1736667638.502899	end: 1736667638.793204
word: refer	start: 1736667638.793226	end: 1736667638.952659
word: dress	start: 1736667638.952681	end: 1736667639.251457
word: trees	start: 1736667639.251483	end: 1736667639.546799
word: adobe	start: 1736667639.546821	end: 1736667640.082125
word: bonus	start: 1736667640.082147	end: 1736667640.612915
word: alpha	start: 1736667640.612939	end: 1736667640.903153
word: cisco	start: 1736667640.903177	end: 1736667641.186961
word: delta	start: 1736667641.186983	end: 1736667641.731114
word: devel	start: 1736667641.731142	end: 1736667642.036299
word: ahead	start: 1736667642.036320	end: 1736667642.324476
word: guess	start: 1736667642.324497	end: 1736667642.623168
word: henry	start: 1736667642.623190	end: 1736667643.173767
word: rings	start: 1736667643.173789	end: 1736667643.704486
word: intel	start: 1736667643.704506	end: 1736667644.234417
word: drink	start: 1736667644.234442	end: 1736667644.779160
word: scene	start: 1736667644.779182	end: 1736667645.074570
word: sleep	start: 1736667645.074591	end: 1736667645.374591
word: cycle	start: 1736667645.374613	end: 1736667645.662933
word: helps	start: 1736667645.662955	end: 1736667646.205059
word: spent	start: 1736667646.205080	end: 1736667646.739131
word: noted	start: 1736667646.739155	end: 1736667647.278582
word: minor	start: 1736667647.278599	end: 1736667647.813079
word: wales	start: 1736667647.813100	end: 1736667648.349612
word: leads	start: 1736667648.349640	end: 1736667648.889413
word: kelly	start: 1736667648.889442	end: 1736667649.193586
word: banks	start: 1736667649.193603	end: 1736667649.733486
word: filed	start: 1736667649.733506	end: 1736667650.280578
word: fight	start: 1736667650.280604	end: 1736667650.819985
word: bytes	start: 1736667650.820007	end: 1736667651.354582
word: judge	start: 1736667651.354614	end: 1736667651.902084
word: rural	start: 1736667651.902105	end: 1736667652.185730
word: query	start: 1736667652.185758	end: 1736667652.724115
word: speak	start: 1736667652.724136	end: 1736667653.264188
word: anime	start: 1736667653.264217	end: 1736667653.798373
word: frank	start: 1736667653.798417	end: 1736667654.332188
word: route	start: 1736667654.332209	end: 1736667654.867772
word: feeds	start: 1736667654.867790	end: 1736667655.163227
word: train	start: 1736667655.163251	end: 1736667655.700778
word: depth	start: 1736667655.700799	end: 1736667656.259742
word: signs	start: 1736667656.259766	end: 1736667656.551644
word: ocean	start: 1736667656.551666	end: 1736667657.077032
word: votes	start: 1736667657.077054	end: 1736667657.610516
word: truck	start: 1736667657.610540	end: 1736667658.153238
word: sweet	start: 1736667658.153261	end: 1736667658.454989
word: queen	start: 1736667658.455010	end: 1736667658.755351
word: alert	start: 1736667658.755372	end: 1736667659.291793
word: wants	start: 1736667659.291815	end: 1736667659.832514
word: eight	start: 1736667659.832537	end: 1736667660.372680
word: ended	start: 1736667660.372704	end: 1736667660.543721
word: brief	start: 1736667660.543744	end: 1736667661.080429
word: clips	start: 1736667661.080451	end: 1736667661.611281
word: hello	start: 1736667661.611305	end: 1736667661.919255
word: carry	start: 1736667661.919277	end: 1736667662.223539
word: stats	start: 1736667662.223560	end: 1736667662.383404
word: falls	start: 1736667662.383427	end: 1736667662.685510
word: false	start: 1736667662.685533	end: 1736667663.229475
word: dream	start: 1736667663.229499	end: 1736667663.760343
word: brain	start: 1736667663.760364	end: 1736667664.291911
word: mouse	start: 1736667664.291933	end: 1736667664.828450
word: taxes	start: 1736667664.828472	end: 1736667665.368970
word: harry	start: 1736667665.368995	end: 1736667665.671688
word: laser	start: 1736667665.671710	end: 1736667666.201283
word: named	start: 1736667666.201309	end: 1736667666.752244
word: tried	start: 1736667666.752268	end: 1736667667.288738
word: funny	start: 1736667667.288759	end: 1736667667.591556
word: teams	start: 1736667667.591577	end: 1736667668.133333
word: kinds	start: 1736667668.133356	end: 1736667668.667634
word: codes	start: 1736667668.667658	end: 1736667669.200708
word: equal	start: 1736667669.200728	end: 1736667669.743730
word: clubs	start: 1736667669.743753	end: 1736667670.276772
word: jesus	start: 1736667670.276794	end: 1736667670.574882
word: chart	start: 1736667670.574904	end: 1736667671.114912
word: draft	start: 1736667671.114963	end: 1736667671.647451
word: owned	start: 1736667671.647477	end: 1736667672.183346
word: films	start: 1736667672.183371	end: 1736667672.725019
word: truth	start: 1736667672.725043	end: 1736667673.010614
word: gamma	start: 1736667673.010637	end: 1736667673.180479
word: sorry	start: 1736667673.180500	end: 1736667673.477602
word: reach	start: 1736667673.477625	end: 1736667674.019288
word: moved	start: 1736667674.019314	end: 1736667674.561566
word: chain	start: 1736667674.561587	end: 1736667675.095326
word: faith	start: 1736667675.095348	end: 1736667675.646631
word: facts	start: 1736667675.646653	end: 1736667676.182159
word: abuse	start: 1736667676.182180	end: 1736667676.705471
word: virus	start: 1736667676.705493	end: 1736667677.246420
word: birth	start: 1736667677.246442	end: 1736667677.783375
word: avoid	start: 1736667677.783399	end: 1736667678.319488
word: smart	start: 1736667678.319511	end: 1736667678.852874
word: mount	start: 1736667678.852896	end: 1736667679.387009
word: magic	start: 1736667679.387032	end: 1736667679.937947
word: serve	start: 1736667679.937970	end: 1736667680.237589
word: goals	start: 1736667680.237609	end: 1736667680.762958
word: touch	start: 1736667680.762979	end: 1736667681.309127
word: porno	start: 1736667681.309150	end: 1736667681.604135
word: theme	start: 1736667681.604157	end: 1736667681.904647
word: solid	start: 1736667681.904669	end: 1736667682.435857
word: heavy	start: 1736667682.435883	end: 1736667682.986916
word: admin	start: 1736667682.986936	end: 1736667683.521330
word: labor	start: 1736667683.521353	end: 1736667684.053063
word: tours	start: 1736667684.053087	end: 1736667684.586724
word: urban	start: 1736667684.586748	end: 1736667685.117459
word: creek	start: 1736667685.117483	end: 1736667685.417349
word: shops	start: 1736667685.417372	end: 1736667685.702709
word: steps	start: 1736667685.702733	end: 1736667685.997859
word: louis	start: 1736667685.997893	end: 1736667686.523105
word: began	start: 1736667686.523127	end: 1736667687.064277
word: limit	start: 1736667687.064301	end: 1736667687.367616
word: prime	start: 1736667687.367636	end: 1736667687.897741
word: upper	start: 1736667687.897773	end: 1736667688.194029
word: dates	start: 1736667688.194051	end: 1736667688.745565
word: fresh	start: 1736667688.745587	end: 1736667689.276108
word: joint	start: 1736667689.276131	end: 1736667689.815318
word: drugs	start: 1736667689.815350	end: 1736667690.360457
word: saint	start: 1736667690.360479	end: 1736667690.905645
word: jones	start: 1736667690.905666	end: 1736667691.444655
word: alone	start: 1736667691.444677	end: 1736667691.986738
word: patch	start: 1736667691.986757	end: 1736667692.538530
word: claim	start: 1736667692.538552	end: 1736667693.081544
word: count	start: 1736667693.081576	end: 1736667693.626808
word: crime	start: 1736667693.626830	end: 1736667694.162606
word: shirt	start: 1736667694.162628	end: 1736667694.709743
word: motor	start: 1736667694.709765	end: 1736667695.007715
word: phase	start: 1736667695.007739	end: 1736667695.540033
word: chair	start: 1736667695.540055	end: 1736667696.090316
word: waste	start: 1736667696.090337	end: 1736667696.636672
word: canon	start: 1736667696.636697	end: 1736667696.939524
word: label	start: 1736667696.939545	end: 1736667697.229874
word: buyer	start: 1736667697.229899	end: 1736667697.787083
word: tests	start: 1736667697.787111	end: 1736667697.950491
word: stone	start: 1736667697.950513	end: 1736667698.485983
word: lives	start: 1736667698.486005	end: 1736667699.040856
word: naked	start: 1736667699.040876	end: 1736667699.588486
word: whose	start: 1736667699.588508	end: 1736667700.117615
word: calls	start: 1736667700.117640	end: 1736667700.428127
word: looks	start: 1736667700.428151	end: 1736667700.725269
word: cells	start: 1736667700.725291	end: 1736667701.028669
word: older	start: 1736667701.028691	end: 1736667701.579021
word: seven	start: 1736667701.579041	end: 1736667701.880882
word: sheet	start: 1736667701.880906	end: 1736667702.181345
word: piece	start: 1736667702.181368	end: 1736667702.488915
word: vegas	start: 1736667702.488932	end: 1736667703.036588
word: suite	start: 1736667703.036610	end: 1736667703.573785
word: bible	start: 1736667703.573806	end: 1736667703.866557
word: clean	start: 1736667703.866579	end: 1736667704.413776
word: royal	start: 1736667704.413798	end: 1736667704.943523
word: begin	start: 1736667704.943545	end: 1736667705.484602
word: heard	start: 1736667705.484625	end: 1736667706.025451
word: gives	start: 1736667706.025472	end: 1736667706.565659
word: chief	start: 1736667706.565682	end: 1736667707.103230
word: frame	start: 1736667707.103253	end: 1736667707.640363
word: stand	start: 1736667707.640385	end: 1736667708.170036
word: scale	start: 1736667708.170060	end: 1736667708.693354
word: blogs	start: 1736667708.693377	end: 1736667709.233532
word: agree	start: 1736667709.233556	end: 1736667709.535017
word: grant	start: 1736667709.535037	end: 1736667710.064700
word: coast	start: 1736667710.064724	end: 1736667710.597333
word: peace	start: 1736667710.597354	end: 1736667710.892322
word: worth	start: 1736667710.892345	end: 1736667711.428821
word: fully	start: 1736667711.428841	end: 1736667711.729641
word: paris	start: 1736667711.729663	end: 1736667712.270205
word: hands	start: 1736667712.270230	end: 1736667712.807094
word: wrong	start: 1736667712.807110	end: 1736667713.340281
word: fixed	start: 1736667713.340321	end: 1736667713.897381
word: songs	start: 1736667713.897403	end: 1736667714.186473
word: steel	start: 1736667714.186495	end: 1736667714.482315
word: civil	start: 1736667714.482337	end: 1736667714.783734
word: block	start: 1736667714.783756	end: 1736667715.325718
word: enjoy	start: 1736667715.325739	end: 1736667715.862945
word: apple	start: 1736667715.862966	end: 1736667716.154065
word: dance	start: 1736667716.154088	end: 1736667716.705976
word: break	start: 1736667716.705998	end: 1736667717.238711
word: youth	start: 1736667717.238732	end: 1736667717.775309
word: spain	start: 1736667717.775330	end: 1736667718.312639
word: maybe	start: 1736667718.312665	end: 1736667718.857656
word: goods	start: 1736667718.857677	end: 1736667719.149818
word: stage	start: 1736667719.149840	end: 1736667719.686087
word: sense	start: 1736667719.686109	end: 1736667719.846271
word: plant	start: 1736667719.846292	end: 1736667720.379669
word: match	start: 1736667720.379690	end: 1736667720.919756
word: floor	start: 1736667720.919778	end: 1736667721.223461
word: panel	start: 1736667721.223483	end: 1736667721.764371
word: grade	start: 1736667721.764394	end: 1736667722.294676
word: trust	start: 1736667722.294699	end: 1736667722.588369
word: seems	start: 1736667722.588390	end: 1736667722.756611
word: guest	start: 1736667722.756633	end: 1736667723.284519
word: funds	start: 1736667723.284542	end: 1736667723.817523
word: metal	start: 1736667723.817548	end: 1736667724.359093
word: ships	start: 1736667724.359114	end: 1736667724.647895
word: wrote	start: 1736667724.647920	end: 1736667725.173828
word: units	start: 1736667725.173852	end: 1736667725.710991
word: trial	start: 1736667725.711013	end: 1736667726.236192
word: grand	start: 1736667726.236218	end: 1736667726.772023
word: valid	start: 1736667726.772045	end: 1736667727.324380
word: agent	start: 1736667727.324402	end: 1736667727.856048
word: input	start: 1736667727.856069	end: 1736667728.395392
word: bring	start: 1736667728.395415	end: 1736667728.932580
word: takes	start: 1736667728.932602	end: 1736667729.468614
word: owner	start: 1736667729.468634	end: 1736667730.008446
word: lists	start: 1736667730.008466	end: 1736667730.304890
word: stars	start: 1736667730.304913	end: 1736667730.587012
word: horse	start: 1736667730.587033	end: 1736667731.109889
word: quite	start: 1736667731.109911	end: 1736667731.651919
word: rated	start: 1736667731.651948	end: 1736667732.187866
word: pussy	start: 1736667732.187887	end: 1736667732.494235
word: extra	start: 1736667732.494259	end: 1736667733.028480
word: peter	start: 1736667733.028502	end: 1736667733.326503
word: award	start: 1736667733.326527	end: 1736667733.614466
word: basis	start: 1736667733.614499	end: 1736667733.926334
word: earth	start: 1736667733.926391	end: 1736667734.462510
word: blood	start: 1736667734.462532	end: 1736667734.759491
word: built	start: 1736667734.759513	end: 1736667735.301614
word: round	start: 1736667735.301639	end: 1736667735.835106
word: ready	start: 1736667735.835129	end: 1736667736.369775
word: sport	start: 1736667736.369797	end: 1736667736.902641
word: prior	start: 1736667736.902661	end: 1736667737.191560
word: thank	start: 1736667737.191582	end: 1736667737.725978
word: smith	start: 1736667737.726002	end: 1736667738.257213
word: happy	start: 1736667738.257235	end: 1736667738.571123
word: glass	start: 1736667738.571145	end: 1736667738.867754
word: forms	start: 1736667738.867779	end: 1736667739.393289
word: brown	start: 1736667739.393314	end: 1736667739.937483
word: comes	start: 1736667739.937506	end: 1736667740.469401
word: voice	start: 1736667740.469423	end: 1736667741.001082
word: rooms	start: 1736667741.001104	end: 1736667741.290527
word: focus	start: 1736667741.290550	end: 1736667741.826284
word: cause	start: 1736667741.826310	end: 1736667742.360175
word: super	start: 1736667742.360196	end: 1736667742.897154
word: homes	start: 1736667742.897177	end: 1736667743.428870
word: allow	start: 1736667743.428891	end: 1736667743.721895
word: ideas	start: 1736667743.721918	end: 1736667744.252180
word: flash	start: 1736667744.252201	end: 1736667744.778195
word: shown	start: 1736667744.778214	end: 1736667745.310551
word: score	start: 1736667745.310579	end: 1736667745.839816
word: cable	start: 1736667745.839837	end: 1736667746.378944
word: woman	start: 1736667746.378965	end: 1736667746.911985
word: teens	start: 1736667746.912007	end: 1736667747.213678
word: leave	start: 1736667747.213703	end: 1736667747.514779
word: names	start: 1736667747.514800	end: 1736667748.048287
word: union	start: 1736667748.048314	end: 1736667748.345833
word: lower	start: 1736667748.345857	end: 1736667748.891571
word: weeks	start: 1736667748.891593	end: 1736667749.187367
word: cross	start: 1736667749.187393	end: 1736667749.481580
word: asked	start: 1736667749.481608	end: 1736667750.012626
word: apply	start: 1736667750.012650	end: 1736667750.316642
word: lines	start: 1736667750.316666	end: 1736667750.848567
word: types	start: 1736667750.848591	end: 1736667751.386378
word: build	start: 1736667751.386401	end: 1736667751.933657
word: plans	start: 1736667751.933678	end: 1736667752.458976
word: views	start: 1736667752.458997	end: 1736667752.996450
word: album	start: 1736667752.996471	end: 1736667753.539251
word: river	start: 1736667753.539272	end: 1736667753.828542
word: force	start: 1736667753.828563	end: 1736667754.361022
word: notes	start: 1736667754.361043	end: 1736667754.898599
word: entry	start: 1736667754.898632	end: 1736667755.432801
word: shoes	start: 1736667755.432825	end: 1736667755.717533
word: loans	start: 1736667755.717556	end: 1736667756.243619
word: doing	start: 1736667756.243640	end: 1736667756.790194
word: japan	start: 1736667756.790218	end: 1736667757.088161
word: stuff	start: 1736667757.088182	end: 1736667757.387264
word: brand	start: 1736667757.387286	end: 1736667757.932410
word: speed	start: 1736667757.932434	end: 1736667758.230160
word: death	start: 1736667758.230184	end: 1736667758.766750
word: among	start: 1736667758.766767	end: 1736667759.309051
word: along	start: 1736667759.309070	end: 1736667759.840316
word: shows	start: 1736667759.840333	end: 1736667760.128584
word: basic	start: 1736667760.128606	end: 1736667760.674194
word: later	start: 1736667760.674217	end: 1736667761.211348
word: whole	start: 1736667761.211369	end: 1736667761.743873
word: quick	start: 1736667761.743895	end: 1736667762.291089
word: cases	start: 1736667762.291111	end: 1736667762.591463
word: known	start: 1736667762.591482	end: 1736667762.885237
word: taken	start: 1736667762.885259	end: 1736667763.433441
word: india	start: 1736667763.433464	end: 1736667763.720483
word: makes	start: 1736667763.720499	end: 1736667764.257345
word: clear	start: 1736667764.257364	end: 1736667764.785353
word: error	start: 1736667764.785371	end: 1736667764.962005
word: heart	start: 1736667764.962032	end: 1736667765.495864
word: james	start: 1736667765.495885	end: 1736667766.032828
word: linux	start: 1736667766.032850	end: 1736667766.586105
word: words	start: 1736667766.586129	end: 1736667767.118386
word: deals	start: 1736667767.118409	end: 1736667767.657662
word: watch	start: 1736667767.657682	end: 1736667768.217153
word: often	start: 1736667768.217176	end: 1736667768.744635
word: cover	start: 1736667768.744657	end: 1736667769.283127
word: gifts	start: 1736667769.283153	end: 1736667769.826049
word: third	start: 1736667769.826070	end: 1736667770.361420
word: cheap	start: 1736667770.361442	end: 1736667770.893284
word: thing	start: 1736667770.893309	end: 1736667771.437952
word: adult	start: 1736667771.437975	end: 1736667771.969769
word: final	start: 1736667771.969792	end: 1736667772.505029
word: rules	start: 1736667772.505050	end: 1736667773.041752
word: works	start: 1736667773.041775	end: 1736667773.572920
word: sound	start: 1736667773.572942	end: 1736667774.105254
word: miles	start: 1736667774.105276	end: 1736667774.643286
word: early	start: 1736667774.643320	end: 1736667775.186361
word: parts	start: 1736667775.186382	end: 1736667775.725354
word: front	start: 1736667775.725375	end: 1736667776.253203
word: style	start: 1736667776.253221	end: 1736667776.784983
word: costs	start: 1736667776.785004	end: 1736667777.081413
word: beach	start: 1736667777.081447	end: 1736667777.646693
word: daily	start: 1736667777.646716	end: 1736667778.215888
word: means	start: 1736667778.215910	end: 1736667778.762315
word: short	start: 1736667778.762339	end: 1736667779.289182
word: drive	start: 1736667779.289204	end: 1736667779.825473
word: close	start: 1736667779.825494	end: 1736667780.360879
word: green	start: 1736667780.360899	end: 1736667780.659025
word: trade	start: 1736667780.659046	end: 1736667781.187574
word: least	start: 1736667781.187596	end: 1736667781.726471
word: track	start: 1736667781.726494	end: 1736667782.259333
word: color	start: 1736667782.259354	end: 1736667782.554340
word: until	start: 1736667782.554361	end: 1736667783.084331
word: radio	start: 1736667783.084354	end: 1736667783.624156
word: added	start: 1736667783.624180	end: 1736667783.799007
word: share	start: 1736667783.799041	end: 1736667784.323396
word: enter	start: 1736667784.323414	end: 1736667784.617685
word: child	start: 1736667784.617709	end: 1736667785.157464
word: cards	start: 1736667785.157486	end: 1736667785.692682
word: space	start: 1736667785.692702	end: 1736667786.226297
word: areas	start: 1736667786.226318	end: 1736667786.509480
word: major	start: 1736667786.509506	end: 1736667787.062461
word: month	start: 1736667787.062484	end: 1736667787.632280
word: might	start: 1736667787.632306	end: 1736667788.194778
word: needs	start: 1736667788.194800	end: 1736667788.512383
word: china	start: 1736667788.512405	end: 1736667789.067847
word: event	start: 1736667789.067874	end: 1736667789.369630
word: files	start: 1736667789.369653	end: 1736667789.932288
word: given	start: 1736667789.932320	end: 1736667790.502230
word: offer	start: 1736667790.502257	end: 1736667790.802919
word: write	start: 1736667790.802940	end: 1736667791.366538
word: light	start: 1736667791.366562	end: 1736667791.927012
word: audio	start: 1736667791.927034	end: 1736667792.480467
word: court	start: 1736667792.480492	end: 1736667793.038245
word: range	start: 1736667793.038266	end: 1736667793.576286
word: issue	start: 1736667793.576309	end: 1736667793.865628
word: poker	start: 1736667793.865650	end: 1736667794.408361
word: texas	start: 1736667794.408383	end: 1736667794.943364
word: night	start: 1736667794.943386	end: 1736667795.482815
word: girls	start: 1736667795.482839	end: 1736667796.020485
word: paper	start: 1736667796.020506	end: 1736667796.311825
word: field	start: 1736667796.311846	end: 1736667796.848698
word: young	start: 1736667796.848722	end: 1736667797.398027
word: rates	start: 1736667797.398057	end: 1736667797.930701
word: story	start: 1736667797.930726	end: 1736667798.459980
word: quote	start: 1736667798.460001	end: 1736667799.000822
word: above	start: 1736667799.000843	end: 1736667799.548081
word: legal	start: 1736667799.548183	end: 1736667799.847381
word: login	start: 1736667799.847438	end: 1736667800.412828
word: party	start: 1736667800.412848	end: 1736667800.976213
word: below	start: 1736667800.976234	end: 1736667801.537429
word: topic	start: 1736667801.537453	end: 1736667802.101591
word: users	start: 1736667802.101614	end: 1736667802.401778
word: never	start: 1736667802.401802	end: 1736667802.716249
word: again	start: 1736667802.716275	end: 1736667803.016063
word: staff	start: 1736667803.016085	end: 1736667803.335871
word: study	start: 1736667803.335898	end: 1736667803.895331
word: going	start: 1736667803.895353	end: 1736667804.194007
word: yahoo	start: 1736667804.194029	end: 1736667804.513458
word: march	start: 1736667804.513480	end: 1736667805.082967
word: movie	start: 1736667805.082990	end: 1736667805.640404
word: human	start: 1736667805.640426	end: 1736667806.205270
word: model	start: 1736667806.205299	end: 1736667806.763166
word: start	start: 1736667806.763189	end: 1736667807.063972
word: table	start: 1736667807.064011	end: 1736667807.637977
word: large	start: 1736667807.637998	end: 1736667808.195937
word: sales	start: 1736667808.195960	end: 1736667808.500733
word: point	start: 1736667808.500757	end: 1736667809.066751
word: stock	start: 1736667809.066776	end: 1736667809.620658
word: print	start: 1736667809.620679	end: 1736667810.174437
word: learn	start: 1736667810.174459	end: 1736667810.737153
word: press	start: 1736667810.737175	end: 1736667811.045031
word: value	start: 1736667811.045053	end: 1736667811.610194
word: reply	start: 1736667811.610216	end: 1736667812.178589
word: tools	start: 1736667812.178613	end: 1736667812.485557
word: visit	start: 1736667812.485579	end: 1736667812.792191
word: every	start: 1736667812.792213	end: 1736667813.097904
word: money	start: 1736667813.097935	end: 1736667813.668710
word: still	start: 1736667813.668738	end: 1736667813.974639
word: class	start: 1736667813.974661	end: 1736667814.285422
word: shall	start: 1736667814.285446	end: 1736667814.595671
word: title	start: 1736667814.595693	end: 1736667814.904572
word: image	start: 1736667814.904596	end: 1736667815.451967
word: hours	start: 1736667815.451992	end: 1736667815.998437
word: level	start: 1736667815.998459	end: 1736667816.167724
word: sites	start: 1736667816.167745	end: 1736667816.478972
word: times	start: 1736667816.478995	end: 1736667817.033688
word: small	start: 1736667817.033710	end: 1736667817.347017
word: white	start: 1736667817.347038	end: 1736667817.913205
word: board	start: 1736667817.913227	end: 1736667818.456171
word: guide	start: 1736667818.456192	end: 1736667818.988583
word: since	start: 1736667818.988605	end: 1736667819.524598
word: water	start: 1736667819.524621	end: 1736667820.073636
word: media	start: 1736667820.073658	end: 1736667820.610871
word: posts	start: 1736667820.610891	end: 1736667820.905564
word: north	start: 1736667820.905588	end: 1736667821.437767
word: think	start: 1736667821.437799	end: 1736667821.983946
word: place	start: 1736667821.983970	end: 1736667822.516460
word: total	start: 1736667822.516482	end: 1736667822.801944
word: three	start: 1736667822.801966	end: 1736667823.103008
word: while	start: 1736667823.103029	end: 1736667823.638227
word: power	start: 1736667823.638250	end: 1736667824.172796
word: photo	start: 1736667824.172818	end: 1736667824.479530
word: house	start: 1736667824.479551	end: 1736667825.005628
word: found	start: 1736667825.005649	end: 1736667825.542266
word: pages	start: 1736667825.542288	end: 1736667826.077476
word: south	start: 1736667826.077499	end: 1736667826.609431
word: today	start: 1736667826.609453	end: 1736667827.154687
word: women	start: 1736667827.154704	end: 1736667827.691625
word: being	start: 1736667827.691645	end: 1736667828.235589
word: index	start: 1736667828.235614	end: 1736667828.776297
word: check	start: 1736667828.776340	end: 1736667829.076151
word: black	start: 1736667829.076176	end: 1736667829.612378
word: based	start: 1736667829.612402	end: 1736667830.141465
word: forum	start: 1736667830.141486	end: 1736667830.666269
word: phone	start: 1736667830.666287	end: 1736667831.185670
word: using	start: 1736667831.185692	end: 1736667831.702580
word: those	start: 1736667831.702599	end: 1736667832.223387
word: local	start: 1736667832.223410	end: 1736667832.506649
word: right	start: 1736667832.506672	end: 1736667833.034047
word: terms	start: 1736667833.034068	end: 1736667833.553982
word: store	start: 1736667833.554004	end: 1736667834.065283
word: hotel	start: 1736667834.065319	end: 1736667834.587807
word: great	start: 1736667834.587828	end: 1736667835.107369
word: could	start: 1736667835.107390	end: 1736667835.636597
word: games	start: 1736667835.636616	end: 1736667836.162916
word: under	start: 1736667836.162936	end: 1736667836.694993
word: group	start: 1736667836.695016	end: 1736667837.219469
word: items	start: 1736667837.219491	end: 1736667837.734544
word: order	start: 1736667837.734566	end: 1736667838.018436
word: years	start: 1736667838.018469	end: 1736667838.539906
word: links	start: 1736667838.539927	end: 1736667839.068734
word: books	start: 1736667839.068755	end: 1736667839.359109
word: where	start: 1736667839.359129	end: 1736667839.651734
word: video	start: 1736667839.651755	end: 1736667840.181790
word: after	start: 1736667840.181818	end: 1736667840.703876
word: music	start: 1736667840.703899	end: 1736667841.237881
word: world	start: 1736667841.237903	end: 1736667841.763840
word: email	start: 1736667841.763868	end: 1736667842.284205
word: state	start: 1736667842.284225	end: 1736667842.569983
word: price	start: 1736667842.570006	end: 1736667843.092573
word: click	start: 1736667843.092593	end: 1736667843.376132
word: these	start: 1736667843.376153	end: 1736667843.664187
word: would	start: 1736667843.664208	end: 1736667844.187184
word: first	start: 1736667844.187207	end: 1736667844.703408
word: there	start: 1736667844.703429	end: 1736667845.004884
word: their	start: 1736667845.004907	end: 1736667845.527104
word: which	start: 1736667845.527127	end: 1736667845.807206
word: other	start: 1736667845.807225	end: 1736667846.305750
word: about	start: 1736667846.305771	end: 1736667846.804803
word: neals	start: 1736666369.940955	end: 1736666370.501613
word: aping	start: 1736666370.501640	end: 1736666371.042769
word: shies	start: 1736666371.042791	end: 1736666371.330812
word: carny	start: 1736666371.330828	end: 1736666371.895709
word: psyop	start: 1736666371.895738	end: 1736666372.183329
word: carom	start: 1736666372.183351	end: 1736666372.723736
word: kindy	start: 1736666372.723756	end: 1736666373.281557
word: menta	start: 1736666373.281585	end: 1736666373.820887
word: yobbo	start: 1736666373.820908	end: 1736666373.988952
word: gooks	start: 1736666373.988973	end: 1736666374.283076
word: lovat	start: 1736666374.283100	end: 1736666374.836160
word: bajan	start: 1736666374.836181	end: 1736666375.137549
word: besom	start: 1736666375.137570	end: 1736666375.671659
word: braza	start: 1736666375.671683	end: 1736666375.984622
word: garis	start: 1736666375.984642	end: 1736666376.520907
word: gaged	start: 1736666376.520929	end: 1736666376.811028
word: canso	start: 1736666376.811051	end: 1736666377.343863
word: moers	start: 1736666377.343886	end: 1736666377.878772
word: quids	start: 1736666377.878802	end: 1736666378.411768
word: owlet	start: 1736666378.411794	end: 1736666378.943647
word: avens	start: 1736666378.943669	end: 1736666379.485983
word: gauzy	start: 1736666379.486007	end: 1736666380.038044
word: nappe	start: 1736666380.038065	end: 1736666380.340618
word: murre	start: 1736666380.340638	end: 1736666380.645022
word: rosti	start: 1736666380.645056	end: 1736666381.173878
word: doona	start: 1736666381.173900	end: 1736666381.470128
word: talas	start: 1736666381.470154	end: 1736666381.764787
word: cecal	start: 1736666381.764808	end: 1736666382.061974
word: pyxis	start: 1736666382.061995	end: 1736666382.607315
word: niter	start: 1736666382.607337	end: 1736666383.143824
word: bolas	start: 1736666383.143846	end: 1736666383.681257
word: ngaio	start: 1736666383.681279	end: 1736666384.207419
word: woosh	start: 1736666384.207439	end: 1736666384.501546
word: zinco	start: 1736666384.501568	end: 1736666385.059206
word: shier	start: 1736666385.059227	end: 1736666385.589310
word: bandh	start: 1736666385.589332	end: 1736666386.136459
word: serac	start: 1736666386.136481	end: 1736666386.686222
word: talls	start: 1736666386.686243	end: 1736666386.991171
word: dosha	start: 1736666386.991191	end: 1736666387.522863
word: puces	start: 1736666387.522886	end: 1736666388.066226
word: puddy	start: 1736666388.066248	end: 1736666388.370260
word: circs	start: 1736666388.370280	end: 1736666388.659271
word: liard	start: 1736666388.659292	end: 1736666389.206060
word: nubby	start: 1736666389.206082	end: 1736666389.508521
word: lynes	start: 1736666389.508542	end: 1736666390.046496
word: dooks	start: 1736666390.046522	end: 1736666390.345927
word: vinal	start: 1736666390.345964	end: 1736666390.896546
word: sylph	start: 1736666390.896566	end: 1736666391.438689
word: linch	start: 1736666391.438713	end: 1736666391.983069
word: pians	start: 1736666391.983091	end: 1736666392.535133
word: kight	start: 1736666392.535156	end: 1736666393.082165
word: rends	start: 1736666393.082187	end: 1736666393.630871
word: platy	start: 1736666393.630891	end: 1736666394.169865
