word: wince	start: 1736660332.828661	end: 1736660333.865756
word: snogs	start: 1736662103.498787	end: 1736662104.097311
word: kaphs	start: 1736662104.097329	end: 1736662105.162814
word: lazed	start: 1736662105.162830	end: 1736662106.231689
word: imply	start: 1736662106.231704	end: 1736662107.312150
word: bales	start: 1736662107.312165	end: 1736662108.351778
word: filar	start: 1736662108.351793	end: 1736662109.419390
word: hasks	start: 1736662109.419407	end: 1736662110.017193
word: birse	start: 1736662110.017208	end: 1736662111.060677
word: kreng	start: 1736662111.060694	end: 1736662112.119824
word: lazes	start: 1736662112.119840	end: 1736662113.178197
word: reify	start: 1736662113.178212	end: 1736662114.246335
word: cooly	start: 1736662114.246350	end: 1736662114.847872
word: spumy	start: 1736662114.847887	end: 1736662115.944972
word: tenne	start: 1736662115.944994	end: 1736662116.285563
word: calla	start: 1736662116.285577	end: 1736662116.621041
word: black	start: 1736662116.621076	end: 1736662117.686216
word: knubs	start: 1736662117.686233	end: 1736662118.749767
word: bliss	start: 1736662118.749784	end: 1736662119.350303
word: draws	start: 1736662119.350318	end: 1736662120.411406
word: blist	start: 1736662120.411423	end: 1736662121.492284
word: tenno	start: 1736662121.492305	end: 1736662122.082524
word: braks	start: 1736662122.082539	end: 1736662123.135456
word: machs	start: 1736662123.135471	end: 1736662124.200158
word: owsen	start: 1736662124.200173	end: 1736662125.262265
word: calls	start: 1736662125.262281	end: 1736662125.858899
word: links	start: 1736662125.858914	end: 1736662126.936221
word: azlon	start: 1736662126.936235	end: 1736662128.024455
word: paean	start: 1736662128.024474	end: 1736662128.615587
word: doors	start: 1736662128.615603	end: 1736662129.212698
word: cease	start: 1736662129.212713	end: 1736662129.799681
word: stope	start: 1736662129.799698	end: 1736662130.873707
word: yogin	start: 1736662130.873725	end: 1736662131.952650
word: whows	start: 1736662131.952665	end: 1736662132.521385
word: moans	start: 1736662132.521415	end: 1736662133.581477
word: parma	start: 1736662133.581493	end: 1736662134.182009
word: aside	start: 1736662134.182024	end: 1736662135.240529
word: acres	start: 1736662135.240544	end: 1736662136.297987
word: airns	start: 1736662136.298003	end: 1736662137.368802
word: sowfs	start: 1736662137.368818	end: 1736662137.970385
word: ishes	start: 1736662137.970400	end: 1736662138.563678
word: teach	start: 1736662138.563694	end: 1736662139.633819
word: botch	start: 1736662139.633834	end: 1736662140.717873
word: chowk	start: 1736662140.717889	end: 1736662141.794327
word: reign	start: 1736662141.794344	end: 1736662142.877987
word: rores	start: 1736662142.878002	end: 1736662143.455232
word: witan	start: 1736662143.455247	end: 1736662144.497938
word: chows	start: 1736662144.497954	end: 1736662145.575923
word: jaaps	start: 1736662145.575943	end: 1736662146.170327
word: dykes	start: 1736662146.170343	end: 1736662147.226871
word: shrub	start: 1736662147.226888	end: 1736662148.320802
word: blade	start: 1736662148.320818	end: 1736662149.372635
word: metol	start: 1736662149.372663	end: 1736662150.436320
word: coomy	start: 1736662150.436335	end: 1736662151.051450
word: unbid	start: 1736662151.051500	end: 1736662152.133823
word: beano	start: 1736662152.133839	end: 1736662153.192361
word: thoft	start: 1736662153.192385	end: 1736662153.783715
word: oddly	start: 1736662153.783730	end: 1736662154.391262
word: golps	start: 1736662154.391278	end: 1736662155.466659
word: beany	start: 1736662155.466675	end: 1736662156.529708
word: sajou	start: 1736662156.529725	end: 1736662157.610763
word: sesey	start: 1736662157.610793	end: 1736662157.949953
word: calms	start: 1736662157.949972	end: 1736662159.007534
word: calmy	start: 1736662159.007562	end: 1736662160.197976
word: opahs	start: 1736662160.197992	end: 1736662161.266795
word: adzed	start: 1736662161.266810	end: 1736662161.873033
word: knaur	start: 1736662161.873051	end: 1736662162.932084
word: pedal	start: 1736662162.932100	end: 1736662163.997632
word: coyed	start: 1736662163.997648	end: 1736662165.065287
word: crash	start: 1736662165.065307	end: 1736662166.113740
word: ratas	start: 1736662166.113756	end: 1736662166.710880
word: hemps	start: 1736662166.710895	end: 1736662167.760175
word: ricks	start: 1736662167.760191	end: 1736662168.841207
word: adzes	start: 1736662168.841223	end: 1736662169.918452
word: cobby	start: 1736662169.918470	end: 1736662170.519468
word: teade	start: 1736662170.519482	end: 1736662171.107807
word: crass	start: 1736662171.107823	end: 1736662171.696654
word: ogeed	start: 1736662171.696670	end: 1736662172.298538
word: torrs	start: 1736662172.298553	end: 1736662172.884148
word: folky	start: 1736662172.884164	end: 1736662173.965042
word: teads	start: 1736662173.965059	end: 1736662175.012333
word: yechs	start: 1736662175.012350	end: 1736662176.064329
word: urson	start: 1736662176.064344	end: 1736662177.112278
word: tynde	start: 1736662177.112297	end: 1736662178.188997
word: unlaw	start: 1736662178.189032	end: 1736662179.262618
word: caves	start: 1736662179.262634	end: 1736662180.317960
word: towns	start: 1736662180.317977	end: 1736662181.381699
word: envoy	start: 1736662181.381716	end: 1736662182.451400
word: blaes	start: 1736662182.451415	end: 1736662183.478973
word: towny	start: 1736662183.478989	end: 1736662184.582176
word: valid	start: 1736662184.582191	end: 1736662185.650945
word: voted	start: 1736662185.650961	end: 1736662186.721945
word: saola	start: 1736662186.721961	end: 1736662187.319647
word: fight	start: 1736662187.319662	end: 1736662188.389796
word: store	start: 1736662188.389812	end: 1736662189.448041
word: votes	start: 1736662189.448057	end: 1736662190.495286
word: storm	start: 1736662190.495309	end: 1736662191.572462
word: hymen	start: 1736662191.572488	end: 1736662192.644119
word: torse	start: 1736662192.644135	end: 1736662193.696891
word: dulia	start: 1736662193.696906	end: 1736662194.756263
word: teaed	start: 1736662194.756309	end: 1736662195.351464
word: fados	start: 1736662195.351480	end: 1736662196.398465
word: torsk	start: 1736662196.398480	end: 1736662197.456160
word: parol	start: 1736662197.456187	end: 1736662198.512445
word: trace	start: 1736662198.512461	end: 1736662199.576092
word: meous	start: 1736662199.576110	end: 1736662200.634166
word: ayins	start: 1736662200.634182	end: 1736662201.714302
word: track	start: 1736662201.714318	end: 1736662202.796933
word: dobie	start: 1736662202.796949	end: 1736662203.863028
word: trist	start: 1736662203.863040	end: 1736662204.441531
word: folly	start: 1736662204.441547	end: 1736662205.038135
word: simis	start: 1736662205.038150	end: 1736662205.371071
word: mints	start: 1736662205.371088	end: 1736662206.427206
word: nards	start: 1736662206.427223	end: 1736662207.484149
word: brane	start: 1736662207.484164	end: 1736662208.542713
word: sired	start: 1736662208.542735	end: 1736662209.621820
word: tyned	start: 1736662209.621863	end: 1736662210.682283
word: faiks	start: 1736662210.682306	end: 1736662211.734789
word: ukase	start: 1736662211.734805	end: 1736662212.780219
word: bayts	start: 1736662212.780234	end: 1736662213.841364
word: ketes	start: 1736662213.841385	end: 1736662214.446442
word: melas	start: 1736662214.446460	end: 1736662215.501716
word: hansa	start: 1736662215.501774	end: 1736662216.083333
word: brans	start: 1736662216.083348	end: 1736662217.133181
word: rueda	start: 1736662217.133198	end: 1736662218.196258
word: culch	start: 1736662218.196273	end: 1736662218.788077
word: sires	start: 1736662218.788101	end: 1736662219.376300
word: anlas	start: 1736662219.376315	end: 1736662219.965025
word: timps	start: 1736662219.965042	end: 1736662221.030365
word: shock	start: 1736662221.030380	end: 1736662222.127389
word: shelf	start: 1736662222.127405	end: 1736662223.212278
word: pized	start: 1736662223.212299	end: 1736662224.308787
word: resay	start: 1736662224.308810	end: 1736662225.359456
word: torts	start: 1736662225.359473	end: 1736662225.946857
word: files	start: 1736662225.946873	end: 1736662226.980972
word: leben	start: 1736662226.980988	end: 1736662227.582578
word: trads	start: 1736662227.582594	end: 1736662228.648284
word: coopt	start: 1736662228.648303	end: 1736662229.256983
word: satis	start: 1736662229.256999	end: 1736662229.850562
word: wojus	start: 1736662229.850578	end: 1736662230.916799
word: umiac	start: 1736662230.916814	end: 1736662231.981478
word: sorns	start: 1736662231.981494	end: 1736662232.572233
word: adult	start: 1736662232.572248	end: 1736662233.653299
word: ovate	start: 1736662233.653314	end: 1736662234.695140
word: skail	start: 1736662234.695155	end: 1736662235.765826
word: linos	start: 1736662235.765841	end: 1736662236.827231
word: pombe	start: 1736662236.827253	end: 1736662237.899638
word: cutty	start: 1736662237.899653	end: 1736662238.505113
word: sayer	start: 1736662238.505127	end: 1736662239.569134
word: rimer	start: 1736662239.569150	end: 1736662240.154638
word: tatou	start: 1736662240.154654	end: 1736662240.735324
word: clang	start: 1736662240.735339	end: 1736662241.792649
word: pelts	start: 1736662241.792664	end: 1736662242.849204
word: flump	start: 1736662242.849221	end: 1736662243.941699
word: rorie	start: 1736662243.941718	end: 1736662244.511952
word: adhan	start: 1736662244.511967	end: 1736662245.120059
word: hoied	start: 1736662245.120075	end: 1736662246.181842
word: spurn	start: 1736662246.181856	end: 1736662247.268640
word: zanja	start: 1736662247.268656	end: 1736662247.868445
word: heron	start: 1736662247.868469	end: 1736662248.931176
word: spurt	start: 1736662248.931192	end: 1736662250.015759
word: fyces	start: 1736662250.015777	end: 1736662251.069417
word: heros	start: 1736662251.069472	end: 1736662252.116713
word: rowed	start: 1736662252.116729	end: 1736662253.191265
word: tense	start: 1736662253.191285	end: 1736662253.784338
word: these	start: 1736662253.784353	end: 1736662254.381553
word: rowel	start: 1736662254.381569	end: 1736662255.441447
word: oller	start: 1736662255.441463	end: 1736662256.034414
word: gemmy	start: 1736662256.034429	end: 1736662256.637623
word: blahs	start: 1736662256.637640	end: 1736662257.694064
word: wrawl	start: 1736662257.694081	end: 1736662258.265580
word: cites	start: 1736662258.265596	end: 1736662259.325028
word: gaita	start: 1736662259.325044	end: 1736662259.923980
word: zerda	start: 1736662259.923996	end: 1736662260.982493
word: sexed	start: 1736662260.982511	end: 1736662261.589859
word: inker	start: 1736662261.589878	end: 1736662262.656447
word: honan	start: 1736662262.656463	end: 1736662263.258257
word: flung	start: 1736662263.258280	end: 1736662264.334834
word: shoed	start: 1736662264.334849	end: 1736662265.416179
word: gibus	start: 1736662265.416193	end: 1736662266.484066
word: bools	start: 1736662266.484082	end: 1736662267.080365
word: rater	start: 1736662267.080381	end: 1736662267.662784
word: rates	start: 1736662267.662799	end: 1736662268.708716
word: stoup	start: 1736662268.708737	end: 1736662269.796738
word: gaits	start: 1736662269.796754	end: 1736662270.842234
word: gaitt	start: 1736662270.842250	end: 1736662271.432981
word: impro	start: 1736662271.432997	end: 1736662272.513892
word: crawl	start: 1736662272.513907	end: 1736662273.591105
word: stour	start: 1736662273.591121	end: 1736662274.678177
word: dolci	start: 1736662274.678196	end: 1736662275.766327
word: heedy	start: 1736662275.766376	end: 1736662276.358956
word: piccy	start: 1736662276.358971	end: 1736662276.972619
word: squab	start: 1736662276.972651	end: 1736662278.054933
word: parrs	start: 1736662278.054949	end: 1736662278.649972
word: aggri	start: 1736662278.649991	end: 1736662279.242064
word: rayah	start: 1736662279.242085	end: 1736662279.849611
word: fudgy	start: 1736662279.849627	end: 1736662280.938633
word: kinks	start: 1736662280.938649	end: 1736662281.500714
word: kinky	start: 1736662281.500729	end: 1736662282.090211
word: adunc	start: 1736662282.090228	end: 1736662283.173433
word: fehme	start: 1736662283.173448	end: 1736662283.765074
word: theta	start: 1736662283.765089	end: 1736662284.348929
word: loans	start: 1736662284.348944	end: 1736662285.401730
word: blain	start: 1736662285.401745	end: 1736662286.463242
word: pawns	start: 1736662286.463258	end: 1736662287.535409
word: marah	start: 1736662287.535432	end: 1736662288.138337
word: godet	start: 1736662288.138386	end: 1736662289.215536
word: seism	start: 1736662289.215552	end: 1736662289.809746
word: kebar	start: 1736662289.809774	end: 1736662290.857074
word: maras	start: 1736662290.857096	end: 1736662291.454054
word: assai	start: 1736662291.454098	end: 1736662291.780869
word: talaq	start: 1736662291.780886	end: 1736662292.382057
word: airth	start: 1736662292.382073	end: 1736662293.455458
word: talar	start: 1736662293.455484	end: 1736662294.050005
word: talas	start: 1736662294.050021	end: 1736662294.647524
word: jeeps	start: 1736662294.647541	end: 1736662295.242493
word: cyano	start: 1736662295.242518	end: 1736662296.307518
word: claps	start: 1736662296.307534	end: 1736662297.374318
word: cyans	start: 1736662297.374334	end: 1736662298.439706
word: mauve	start: 1736662298.439721	end: 1736662299.504059
word: hejab	start: 1736662299.504076	end: 1736662300.593827
word: tiros	start: 1736662300.593844	end: 1736662301.665395
word: dotty	start: 1736662301.665411	end: 1736662302.251132
word: aboil	start: 1736662302.251148	end: 1736662303.335651
word: bally	start: 1736662303.335666	end: 1736662303.952297
word: babul	start: 1736662303.952313	end: 1736662304.549572
word: thole	start: 1736662304.549589	end: 1736662305.636813
word: tholi	start: 1736662305.636832	end: 1736662306.714052
word: omers	start: 1736662306.714068	end: 1736662307.776597
word: towse	start: 1736662307.776620	end: 1736662308.844080
word: giver	start: 1736662308.844099	end: 1736662309.917736
word: gives	start: 1736662309.917752	end: 1736662310.974530
word: gemot	start: 1736662310.974547	end: 1736662312.038269
word: orlop	start: 1736662312.038283	end: 1736662312.629795
word: sirih	start: 1736662312.629812	end: 1736662313.240027
word: dogie	start: 1736662313.240047	end: 1736662314.294543
word: towsy	start: 1736662314.294566	end: 1736662315.376264
word: siris	start: 1736662315.376284	end: 1736662315.699695
word: scraw	start: 1736662315.699711	end: 1736662316.773105
word: ceaze	start: 1736662316.773121	end: 1736662317.389509
word: fanks	start: 1736662317.389526	end: 1736662318.462480
word: snook	start: 1736662318.462495	end: 1736662319.080598
word: arame	start: 1736662319.080615	end: 1736662319.663670
word: lamas	start: 1736662319.663685	end: 1736662320.272782
word: stown	start: 1736662320.272800	end: 1736662321.351969
word: redry	start: 1736662321.351983	end: 1736662321.959905
word: doled	start: 1736662321.959926	end: 1736662322.535278
word: stows	start: 1736662322.535299	end: 1736662323.145172
word: snoot	start: 1736662323.145191	end: 1736662323.737168
word: shogs	start: 1736662323.737185	end: 1736662324.345584
word: ohmic	start: 1736662324.345599	end: 1736662325.435477
word: reink	start: 1736662325.435493	end: 1736662326.518868
word: synds	start: 1736662326.518884	end: 1736662327.120505
word: poral	start: 1736662327.120521	end: 1736662328.172988
word: naris	start: 1736662328.173016	end: 1736662329.229392
word: bulbs	start: 1736662329.229408	end: 1736662329.809432
word: puris	start: 1736662329.809454	end: 1736662330.864745
word: withs	start: 1736662330.864760	end: 1736662331.925468
word: wadds	start: 1736662331.925517	end: 1736662332.518622
word: eight	start: 1736662332.518643	end: 1736662333.601739
word: brash	start: 1736662333.601755	end: 1736662334.652504
word: hushy	start: 1736662334.652520	end: 1736662335.237050
word: miked	start: 1736662335.237067	end: 1736662336.312588
word: beaus	start: 1736662336.312603	end: 1736662337.365280
word: beaut	start: 1736662337.365301	end: 1736662338.431209
word: sprad	start: 1736662338.431226	end: 1736662339.498671
word: vuggy	start: 1736662339.498685	end: 1736662340.109051
word: march	start: 1736662340.109072	end: 1736662341.191490
word: honda	start: 1736662341.191510	end: 1736662342.257781
word: laura	start: 1736662342.257798	end: 1736662342.854181
word: leger	start: 1736662342.854196	end: 1736662343.465549
word: leges	start: 1736662343.465564	end: 1736662344.056141
word: cobia	start: 1736662344.056157	end: 1736662345.123661
word: ratha	start: 1736662345.123702	end: 1736662345.727401
word: oxide	start: 1736662345.727416	end: 1736662346.800926
word: rathe	start: 1736662346.800944	end: 1736662347.872149
word: sowne	start: 1736662347.872166	end: 1736662348.957338
word: tabla	start: 1736662348.957355	end: 1736662349.560063
word: lyted	start: 1736662349.560087	end: 1736662350.632136
word: hided	start: 1736662350.632151	end: 1736662351.226395
word: jeers	start: 1736662351.226414	end: 1736662351.818894
word: talcy	start: 1736662351.818909	end: 1736662352.900749
word: raths	start: 1736662352.900764	end: 1736662353.952891
word: kahal	start: 1736662353.952906	end: 1736662354.564469
word: lamby	start: 1736662354.564485	end: 1736662355.655841
word: krone	start: 1736662355.655859	end: 1736662356.725970
word: hider	start: 1736662356.725991	end: 1736662357.785340
word: bitch	start: 1736662357.785355	end: 1736662358.872002
word: amids	start: 1736662358.872018	end: 1736662359.948218
word: traik	start: 1736662359.948233	end: 1736662361.014299
word: rurus	start: 1736662361.014314	end: 1736662361.336805
word: crazy	start: 1736662361.336820	end: 1736662362.418012
word: train	start: 1736662362.418029	end: 1736662363.482859
word: justs	start: 1736662363.482873	end: 1736662364.089968
word: gunge	start: 1736662364.089984	end: 1736662364.664714
word: rabat	start: 1736662364.664730	end: 1736662365.267479
word: trait	start: 1736662365.267498	end: 1736662365.853524
word: yerba	start: 1736662365.853540	end: 1736662366.900222
word: wades	start: 1736662366.900238	end: 1736662367.933967
word: gungy	start: 1736662367.933984	end: 1736662368.521790
word: vughs	start: 1736662368.521806	end: 1736662369.592639
word: cadee	start: 1736662369.592658	end: 1736662370.185503
word: brats	start: 1736662370.185518	end: 1736662371.242287
word: honed	start: 1736662371.242311	end: 1736662372.307895
word: boygs	start: 1736662372.307913	end: 1736662373.385783
word: gilpy	start: 1736662373.385799	end: 1736662374.465391
word: guild	start: 1736662374.465412	end: 1736662375.523335
word: mardy	start: 1736662375.523351	end: 1736662376.593109
word: hones	start: 1736662376.593129	end: 1736662377.642176
word: total	start: 1736662377.642194	end: 1736662378.221240
word: ratio	start: 1736662378.221256	end: 1736662379.271768
word: tatty	start: 1736662379.271784	end: 1736662379.621912
word: inarm	start: 1736662379.621955	end: 1736662380.698686
word: honey	start: 1736662380.698702	end: 1736662381.757957
word: grrls	start: 1736662381.757973	end: 1736662382.358286
word: hafiz	start: 1736662382.358308	end: 1736662383.437009
word: miaow	start: 1736662383.437024	end: 1736662384.498593
word: flurr	start: 1736662384.498608	end: 1736662385.095676
word: sherd	start: 1736662385.095695	end: 1736662386.178643
word: guilt	start: 1736662386.178668	end: 1736662387.241229
word: egads	start: 1736662387.241244	end: 1736662388.301733
word: shere	start: 1736662388.301749	end: 1736662388.910586
word: baloo	start: 1736662388.910605	end: 1736662389.509472
word: amies	start: 1736662389.509488	end: 1736662390.560354
word: porch	start: 1736662390.560370	end: 1736662391.625013
word: filks	start: 1736662391.625030	end: 1736662392.681002
word: price	start: 1736662392.681018	end: 1736662393.740924
word: squeg	start: 1736662393.740992	end: 1736662394.835528
word: teals	start: 1736662394.835542	end: 1736662395.900024
word: byssi	start: 1736662395.900035	end: 1736662396.482142
word: narks	start: 1736662396.482156	end: 1736662397.534355
word: uhlan	start: 1736662397.534370	end: 1736662398.614178
word: blame	start: 1736662398.614198	end: 1736662399.673540
word: queer	start: 1736662399.673557	end: 1736662400.266113
word: faxed	start: 1736662400.266130	end: 1736662401.330548
word: negro	start: 1736662401.330565	end: 1736662402.390800
word: slime	start: 1736662402.390818	end: 1736662403.471518
word: great	start: 1736662403.471567	end: 1736662404.544798
word: faxes	start: 1736662404.544815	end: 1736662405.619578
word: linum	start: 1736662405.619593	end: 1736662406.708147
word: penal	start: 1736662406.708163	end: 1736662407.792229
word: clubs	start: 1736662407.792258	end: 1736662408.892915
word: hapax	start: 1736662408.892931	end: 1736662409.501640
word: never	start: 1736662409.501656	end: 1736662410.125889
word: testa	start: 1736662410.125910	end: 1736662410.711558
word: lifer	start: 1736662410.711581	end: 1736662411.789034
word: mares	start: 1736662411.789051	end: 1736662412.851992
word: leggy	start: 1736662412.852009	end: 1736662413.470436
word: slims	start: 1736662413.470453	end: 1736662414.080840
word: schmo	start: 1736662414.080856	end: 1736662415.195929
word: gaspy	start: 1736662415.195950	end: 1736662416.295025
word: taler	start: 1736662416.295040	end: 1736662417.374498
word: slimy	start: 1736662417.374521	end: 1736662418.494171
word: shoji	start: 1736662418.494195	end: 1736662419.612048
word: fanny	start: 1736662419.612065	end: 1736662420.219898
word: abbas	start: 1736662420.219913	end: 1736662420.556432
word: guimp	start: 1736662420.556449	end: 1736662421.668508
word: assez	start: 1736662421.668524	end: 1736662422.286078
word: goier	start: 1736662422.286094	end: 1736662423.365698
word: sensi	start: 1736662423.365713	end: 1736662423.963046
word: snort	start: 1736662423.963062	end: 1736662425.036350
word: jacal	start: 1736662425.036365	end: 1736662425.637834
word: aboma	start: 1736662425.637849	end: 1736662426.239702
word: butut	start: 1736662426.239718	end: 1736662426.571911
word: bites	start: 1736662426.571950	end: 1736662427.625402
word: purls	start: 1736662427.625419	end: 1736662428.678270
word: brave	start: 1736662428.678286	end: 1736662429.724595
word: husky	start: 1736662429.724609	end: 1736662430.805786
word: scree	start: 1736662430.805818	end: 1736662431.414041
word: yerds	start: 1736662431.414058	end: 1736662432.481365
word: sling	start: 1736662432.481381	end: 1736662433.573423
word: mahoe	start: 1736662433.573439	end: 1736662434.632892
word: fewer	start: 1736662434.632908	end: 1736662435.226537
word: flute	start: 1736662435.226615	end: 1736662436.288698
word: fundi	start: 1736662436.288712	end: 1736662437.351838
word: boors	start: 1736662437.351853	end: 1736662437.945322
word: amiga	start: 1736662437.945344	end: 1736662438.530116
word: lamer	start: 1736662438.530132	end: 1736662439.585777
word: lames	start: 1736662439.585793	end: 1736662440.634448
word: dandy	start: 1736662440.634465	end: 1736662441.241898
word: fundy	start: 1736662441.241921	end: 1736662442.350551
word: claut	start: 1736662442.350567	end: 1736662443.442615
word: gaffe	start: 1736662443.442630	end: 1736662444.051260
word: faith	start: 1736662444.051277	end: 1736662445.148421
word: porer	start: 1736662445.148436	end: 1736662445.758335
word: dobro	start: 1736662445.758352	end: 1736662446.375717
word: pries	start: 1736662446.375735	end: 1736662447.433784
word: auger	start: 1736662447.433800	end: 1736662448.504779
word: mucic	start: 1736662448.504795	end: 1736662449.108256
word: qursh	start: 1736662449.108289	end: 1736662450.182537
word: inkle	start: 1736662450.182552	end: 1736662451.258093
word: powan	start: 1736662451.258108	end: 1736662452.323821
word: odism	start: 1736662452.323836	end: 1736662453.392145
word: margs	start: 1736662453.392160	end: 1736662454.447605
word: sprew	start: 1736662454.447620	end: 1736662455.533089
word: bavin	start: 1736662455.533135	end: 1736662456.605190
word: koans	start: 1736662456.605213	end: 1736662457.659675
word: snots	start: 1736662457.659690	end: 1736662458.264900
word: dwell	start: 1736662458.264915	end: 1736662458.871745
word: arars	start: 1736662458.871761	end: 1736662459.202750
word: dwelt	start: 1736662459.202765	end: 1736662460.266906
word: ayahs	start: 1736662460.266921	end: 1736662460.860192
word: sefer	start: 1736662460.860208	end: 1736662461.468736
word: reist	start: 1736662461.468751	end: 1736662462.521216
word: trams	start: 1736662462.521241	end: 1736662463.569580
word: cigar	start: 1736662463.569595	end: 1736662464.628494
word: rowme	start: 1736662464.628510	end: 1736662465.701011
word: thoro	start: 1736662465.701030	end: 1736662466.300300
word: thorp	start: 1736662466.300317	end: 1736662467.368692
word: urase	start: 1736662467.368709	end: 1736662468.418715
word: order	start: 1736662468.418731	end: 1736662469.008452
word: styte	start: 1736662469.008468	end: 1736662469.616931
word: ragas	start: 1736662469.616946	end: 1736662470.214113
word: crump	start: 1736662470.214129	end: 1736662471.301334
word: mozed	start: 1736662471.301351	end: 1736662472.386660
word: jeons	start: 1736662472.386677	end: 1736662473.432264
word: clues	start: 1736662473.432281	end: 1736662474.483167
word: aglus	start: 1736662474.483184	end: 1736662475.553406
word: giddy	start: 1736662475.553421	end: 1736662476.157382
word: cluey	start: 1736662476.157398	end: 1736662477.223439
word: rynds	start: 1736662477.223454	end: 1736662478.287819
word: coley	start: 1736662478.287847	end: 1736662479.344917
word: adrad	start: 1736662479.344933	end: 1736662479.676873
word: totem	start: 1736662479.676901	end: 1736662480.255939
word: balsa	start: 1736662480.255967	end: 1736662480.847608
word: brugh	start: 1736662480.847624	end: 1736662481.924328
word: totes	start: 1736662481.924345	end: 1736662482.501134
word: readd	start: 1736662482.501149	end: 1736662483.099696
word: mamma	start: 1736662483.099712	end: 1736662483.289094
word: lists	start: 1736662483.289111	end: 1736662483.896315
word: squib	start: 1736662483.896331	end: 1736662484.998932
word: hosel	start: 1736662484.998948	end: 1736662486.038419
word: hakim	start: 1736662486.038445	end: 1736662487.106326
word: senvy	start: 1736662487.106359	end: 1736662488.193968
word: those	start: 1736662488.193988	end: 1736662489.257924
word: trant	start: 1736662489.257939	end: 1736662489.843139
word: towze	start: 1736662489.843162	end: 1736662490.937983
word: prigs	start: 1736662490.937997	end: 1736662492.004579
word: porgy	start: 1736662492.004596	end: 1736662493.104351
word: boyla	start: 1736662493.104371	end: 1736662494.193006
word: mammy	start: 1736662494.193022	end: 1736662494.532796
word: haars	start: 1736662494.532813	end: 1736662495.136310
word: sable	start: 1736662495.136325	end: 1736662496.223589
word: bezes	start: 1736662496.223606	end: 1736662496.838045
word: pened	start: 1736662496.838061	end: 1736662497.442846
word: brays	start: 1736662497.442863	end: 1736662498.505872
word: ewest	start: 1736662498.505919	end: 1736662499.121333
word: deray	start: 1736662499.121348	end: 1736662500.207613
word: mylar	start: 1736662500.207630	end: 1736662501.285527
word: jinne	start: 1736662501.285543	end: 1736662501.893727
word: value	start: 1736662501.893750	end: 1736662502.967216
word: eclat	start: 1736662502.967232	end: 1736662504.067481
word: volae	start: 1736662504.067499	end: 1736662505.147709
word: jinni	start: 1736662505.147726	end: 1736662505.482728
word: khazi	start: 1736662505.482744	end: 1736662506.568151
word: penes	start: 1736662506.568167	end: 1736662507.156600
word: erred	start: 1736662507.156616	end: 1736662507.493010
word: oribi	start: 1736662507.493031	end: 1736662508.095269
word: shyer	start: 1736662508.095285	end: 1736662509.171833
word: pheer	start: 1736662509.171856	end: 1736662509.772969
word: vades	start: 1736662509.772986	end: 1736662510.823022
word: gushy	start: 1736662510.823037	end: 1736662511.894492
word: kbars	start: 1736662511.894508	end: 1736662512.960105
word: koaps	start: 1736662512.960181	end: 1736662514.019669
word: liked	start: 1736662514.019684	end: 1736662515.089632
word: dangs	start: 1736662515.089648	end: 1736662516.154155
word: abbes	start: 1736662516.154170	end: 1736662516.750083
word: bogey	start: 1736662516.750100	end: 1736662517.812458
word: abbey	start: 1736662517.812476	end: 1736662518.409606
word: liken	start: 1736662518.409629	end: 1736662519.474913
word: liana	start: 1736662519.474928	end: 1736662520.081159
word: liker	start: 1736662520.081174	end: 1736662521.134123
word: likes	start: 1736662521.134137	end: 1736662522.186541
word: shewn	start: 1736662522.186557	end: 1736662523.270686
word: dolls	start: 1736662523.270702	end: 1736662523.874653
word: shews	start: 1736662523.874669	end: 1736662524.463188
word: dolly	start: 1736662524.463205	end: 1736662525.077150
word: sessa	start: 1736662525.077165	end: 1736662525.423624
word: decor	start: 1736662525.423641	end: 1736662526.481934
word: purpy	start: 1736662526.481950	end: 1736662527.069268
word: texts	start: 1736662527.069284	end: 1736662527.649220
word: lardy	start: 1736662527.649235	end: 1736662528.723624
word: lipas	start: 1736662528.723640	end: 1736662529.784758
word: scrim	start: 1736662529.784774	end: 1736662530.870134
word: foids	start: 1736662530.870150	end: 1736662531.931838
word: valve	start: 1736662531.931853	end: 1736662532.505380
word: daily	start: 1736662532.505395	end: 1736662533.582342
word: skatt	start: 1736662533.582360	end: 1736662534.179745
word: patch	start: 1736662534.179760	end: 1736662535.264112
word: hunts	start: 1736662535.264128	end: 1736662536.323623
word: ratos	start: 1736662536.323639	end: 1736662537.377051
word: shoon	start: 1736662537.377070	end: 1736662537.985610
word: shoos	start: 1736662537.985636	end: 1736662538.314666
word: shoot	start: 1736662538.314682	end: 1736662538.930333
word: feebs	start: 1736662538.930348	end: 1736662539.522140
word: trape	start: 1736662539.522174	end: 1736662540.580464
word: snowy	start: 1736662540.580479	end: 1736662541.678493
word: clays	start: 1736662541.678509	end: 1736662542.741995
word: balus	start: 1736662542.742013	end: 1736662543.795475
word: pirai	start: 1736662543.795490	end: 1736662544.396525
word: tepee	start: 1736662544.396541	end: 1736662544.754176
word: tears	start: 1736662544.754192	end: 1736662545.796001
word: trapt	start: 1736662545.796016	end: 1736662546.394808
word: pujas	start: 1736662546.394822	end: 1736662547.465221
word: abort	start: 1736662547.465238	end: 1736662548.545330
word: grege	start: 1736662548.545345	end: 1736662548.868948
word: salep	start: 1736662548.868964	end: 1736662549.946722
word: knurs	start: 1736662549.946738	end: 1736662551.009733
